"times","traj","cluster"
-4,73.5080718359876,1
-3,70.7340247564283,1
-2,70.8294490725401,1
-1,75.6735124294355,1
0,71.6571777314746,1
1,70.053813791869,1
2,69.060615975683,1
3,71.4751996055385,1
4,71.4349476093342,1
5,72.2976551366742,1
6,75.6304175246648,1
7,71.5924668338583,1
8,72.6005482954118,1
9,73.3506893204085,1
10,72.286337080668,1
11,70.8226552919086,1
12,71.2783805841564,1
13,72.1708172009189,1
14,72.5883725596442,1
15,70.53494498472,1
16,72.194248809052,1
17,72.007720523946,1
20,74.5300832298247,1
21,74.5820049295673,1
22,72.0744716888174,1
23,74.8524889657596,1
24,74.1648929842949,1
18,73.8390766042085,1
19,74.4394181082676,1
25,75.0461415269253,1
26,75.3291275852481,1
27,72.5150454818865,1
28,74.0932156098732,1
29,74.8634592029559,1
30,71.1919106036254,1
-4,82.9021824210219,2
-3,84.1376228107439,2
-2,85.8973023878359,2
-1,86.0090523557172,2
0,84.8677009043253,2
1,84.9490432891153,2
2,86.3327762843832,2
3,82.7137510071299,2
4,85.1784799908802,2
5,83.8973912286788,2
6,83.6515993152444,2
7,84.2405919937302,2
8,83.3341439090051,2
9,84.7232718190888,2
10,82.901705152666,2
11,84.1784851849724,2
12,81.7931579277544,2
13,82.032374461273,2
14,82.2276709224347,2
15,82.9701413236069,2
16,83.7821279210415,2
17,83.159850630051,2
20,83.3625483403911,2
21,84.4974577989127,2
22,86.0540407698656,2
23,83.7329741089032,2
24,86.5455541011195,2
18,83.6037617801758,2
19,84.6404159006509,2
25,85.7504300779516,2
26,86.9249905983007,2
27,85.1770559632433,2
28,86.058152818653,2
29,83.5521595226914,2
30,81.7007318108761,2
-4,90.1138039673777,3
-3,90.664060885169,3
-2,92.5241658341658,3
-1,88.2949301861409,3
0,91.2946625789165,3
1,90.8830352918981,3
2,92.6186624287818,3
3,89.2200371687455,3
4,84.4412176731414,3
5,90.8867896876238,3
6,93.6256244588477,3
7,94.7351988733321,3
8,91.83417311998,3
9,90.8487279112544,3
10,87.8802614060137,3
11,91.3779905185343,3
12,91.5391343933895,3
13,93.804166573966,3
14,92.5370915405275,3
15,92.7702514187799,3
16,91.056843596038,3
17,93.9567930938595,3
20,94.4508568059294,3
21,93.1766637979946,3
22,99.8546916618736,3
23,98.1245587676504,3
24,99.7898440300488,3
18,86.3974141189502,3
19,92.680025397755,3
25,96.5105855568852,3
26,91.5764993827205,3
27,92.4879411572997,3
28,93.3852177247858,3
29,96.0532245372801,3
30,89.2558808048338,3
