"cluster","n","mean_hr","sd_mean_hr","mean_sd_hr","mean_min_hr","mean_max_hr"
1,7,63.8161404838574,NA,12.6286105609141,38.1428571428571,148.571428571429
2,16,75.082761649006,NA,12.2426805443983,43.4375,153.6875
