"cluster","n","mean_hr","sd_mean_hr","mean_sd_hr","mean_min_hr","mean_max_hr"
1,11,65.5014089039867,NA,12.5695088376833,38.5454545454545,146.090909090909
2,9,75.0169051638998,NA,11.9389408509964,45.3333333333333,154.111111111111
