"day","stat_type","bo_type","p_value","f_value","significant","p_adjusted","significant_adjusted"
26,"kurt","bo",0.668031056856624,0.407622571794613,FALSE,0.883949696338957,FALSE
26,"max","bo",0.220919539094127,1.56995608416757,FALSE,0.559662832371789,FALSE
26,"mean","bo",0.355848350888044,1.06111512735597,FALSE,0.643916063511699,FALSE
26,"median","bo",0.709171275361358,0.346704306318333,FALSE,0.782052851216462,FALSE
26,"min","bo",0.851522921405203,0.161393088370725,FALSE,0.986746596145488,FALSE
26,"sd","bo",0.751836784800793,0.287332372322023,FALSE,0.960452783769663,FALSE
26,"skew","bo",0.861411190917635,0.149755430932959,FALSE,0.909267368190837,FALSE
27,"cv","bo",0.802283015632036,0.221610672504965,FALSE,0.964527647535271,FALSE
27,"iqr","bo",0.489247119426899,0.728879756656207,FALSE,0.953945771848484,FALSE
27,"kurt","bo",0.152535224257589,1.97924222220122,FALSE,0.706828791152096,FALSE
27,"max","bo",0.0307417366097094,3.83140970031442,TRUE,0.559662832371789,FALSE
27,"mean","bo",0.16487496995327,1.89330849507572,FALSE,0.527566084460104,FALSE
27,"median","bo",0.139198772389205,2.0807741353908,FALSE,0.390151691433425,FALSE
27,"min","bo",0.323634178621046,1.16324884500873,FALSE,0.768631174224984,FALSE
27,"sd","bo",0.804686251420169,0.218584069178107,FALSE,0.960452783769663,FALSE
27,"skew","bo",0.0408616557524292,3.49053172096038,TRUE,0.306462530536582,FALSE
28,"cv","bo",0.946176810876564,0.0554086345410059,FALSE,0.964527647535271,FALSE
28,"iqr","bo",0.722349769481734,0.328121690559991,FALSE,0.953945771848484,FALSE
