"day","stat_type","bo_type","p_value","f_value","significant","p_adjusted","significant_adjusted"
28,"kurt","bo",0.0143923994192393,4.76655565733688,TRUE,0.487996713116522,FALSE
28,"max","bo",0.815266183330424,0.205372185690966,FALSE,0.840011026891423,FALSE
28,"mean","bo",0.405806097905615,0.924224892543999,FALSE,0.700937805473336,FALSE
28,"median","bo",0.177542023805982,1.81187633473584,FALSE,0.449773126975153,FALSE
28,"min","bo",0.0980267115918675,2.47459824213422,FALSE,0.524879741554964,FALSE
28,"sd","bo",0.935586920959538,0.0667011799562645,FALSE,0.960452783769663,FALSE
28,"skew","bo",0.00475615064422516,6.20162245933033,TRUE,0.128031513817726,FALSE
29,"cv","bo",0.577889011708944,0.557055713347931,FALSE,0.88530743276796,FALSE
29,"iqr","bo",0.484422256173289,0.740017205496606,FALSE,0.953945771848484,FALSE
29,"kurt","bo",0.664403295071702,0.413679682244589,FALSE,0.883949696338957,FALSE
29,"max","bo",0.919841899555426,0.0837532522010006,FALSE,0.919841899555426,FALSE
29,"mean","bo",0.68206247241462,0.386847787004095,FALSE,0.830678263485181,FALSE
29,"median","bo",0.720311836646741,0.331165521752529,FALSE,0.782052851216462,FALSE
29,"min","bo",0.960779580457449,0.0400560337078038,FALSE,0.986746596145488,FALSE
29,"sd","bo",0.575598248177803,0.561154508371193,FALSE,0.87490933723026,FALSE
29,"skew","bo",0.677964067920762,0.393009043593457,FALSE,0.875801364973565,FALSE
30,"cv","bo",0.558139169248587,0.592188157580743,FALSE,0.88530743276796,FALSE
30,"iqr","bo",0.224185139745676,1.55569614396756,FALSE,0.953945771848484,FALSE
30,"kurt","bo",0.860687862224774,0.150617221396668,FALSE,0.883949696338957,FALSE
30,"max","bo",0.214024872721213,1.60593496352428,FALSE,0.559662832371789,FALSE
30,"mean","bo",0.126070071353394,2.18799254958214,FALSE,0.527566084460104,FALSE
30,"median","bo",0.00434373787546125,6.29743966988078,TRUE,0.0419560604415411,TRUE
30,"min","bo",0.866007751963044,0.144407430619425,FALSE,0.986746596145488,FALSE
30,"sd","bo",0.534886137053325,0.636118104815228,FALSE,0.87490933723026,FALSE
30,"skew","bo",0.62471889176593,0.476326256148286,FALSE,0.871856187426796,FALSE
