"Parameter","P_Value","P_Adjusted","Significant","Effect_Size","Mean_Cluster1","Mean_Cluster2","Mean_Diff"
"1w",0.591,0.962,FALSE,-0.254433005712459,0.292307692307692,0.365,0.0726923076923077
"1m",0.962,0.962,FALSE,-0.0217820097545013,0.392307692307692,0.398333333333333,0.00602564102564102
