"Time_Window","Outcome_Type","Outcome_Parameter","N_Total","Cluster1_N","Cluster2_N","Cluster1_Mean","Cluster1_SD","Cluster1_Median","Cluster2_Mean","Cluster2_SD","Cluster2_Median","Mean_Difference","T_Statistic","T_P_Value","T_CI_Lower","T_CI_Upper","Welch_T_Statistic","Welch_P_Value","MW_U_Statistic","MW_P_Value","Cohens_D","Hedges_G","Glass_Delta1","Glass_Delta2","Effect_Size_Category","Better_Cluster","Better_Cluster_N","Better_Cluster_Mean","Worse_Cluster_Mean","Percent_Improvement","T_Significant","Welch_Significant","MW_Significant","Parameter_Type_Detailed","Region_Type","T_P_Value_FDR_Strategy1","Welch_P_Value_FDR_Strategy1","MW_P_Value_FDR_Strategy1","T_Significant_FDR_Strategy1","Welch_Significant_FDR_Strategy1","MW_Significant_FDR_Strategy1","Tests_in_Group_Strategy1","T_P_Value_FDR_Strategy2","Welch_P_Value_FDR_Strategy2","MW_P_Value_FDR_Strategy2","T_Significant_FDR_Strategy2","Welch_Significant_FDR_Strategy2","MW_Significant_FDR_Strategy2","Tests_in_Group_Strategy2","T_P_Value_FDR_Strategy3","Welch_P_Value_FDR_Strategy3","MW_P_Value_FDR_Strategy3","T_Significant_FDR_Strategy3","Welch_Significant_FDR_Strategy3","MW_Significant_FDR_Strategy3","Tests_in_Group_Strategy3"
"baseline","OCTA","VD_ICP_0_6_improvement",11,3,8,-1.1479,4.19337553290902,1.0031,-0.9230375,6.98674718386532,-0.95165,0.2248625,-0.0650117141367593,0.950159848478149,-8.57296335558356,8.12323835558356,-0.0650117141367593,0.950159848478149,11,0.921212121212121,0.0347489579357812,0.031770475827,0.0536232679938419,0.0321841472265206,"Negligible",2,8,-0.9230375,-1.1479,19.5890321456573,FALSE,FALSE,FALSE,"BloodFlow_ICP","Macular",0.950159848478149,0.950159848478149,0.921212121212121,FALSE,FALSE,FALSE,4,0.950159848478149,0.950159848478149,0.921212121212121,FALSE,FALSE,FALSE,2,0.950159848478149,0.950159848478149,0.937229437229437,FALSE,FALSE,FALSE,20
"baseline","OCTA","VD_ICP_0_21_improvement",11,3,8,0.7326,0.895250735827678,0.3704,-0.432125,1.95250010481068,-0.7945,1.164725,1.35060207965732,0.213261603789307,-0.81888248590213,3.14833248590213,1.35060207965732,0.213261603789307,19,0.193939393939394,0.656958319061857,0.600647605999412,1.30100423645359,0.596530057606801,"Medium",1,3,0.7326,-0.432125,269.534278275962,FALSE,FALSE,FALSE,"BloodFlow_ICP","Widefield",0.789801407909539,0.789801407909539,0.775757575757576,FALSE,FALSE,FALSE,4,0.426523207578614,0.426523207578614,0.387878787878788,FALSE,FALSE,FALSE,2,0.667340330312278,0.667340330312278,0.600649350649351,FALSE,FALSE,FALSE,20
"baseline","OCTA","VD_SVP_0_6_improvement",11,3,8,-8.50123333333333,10.5990575073132,-3.9558,0.52155,8.99223010095779,-1.1532,9.02278333333333,-1.30841674925756,0.277774445095824,-30.3547501299066,12.3091834632399,-1.30841674925756,0.277774445095824,6,0.278787878787879,0.962621404545592,0.880110998441684,0.851281666045089,1.00339773693873,"Large",2,8,0.52155,-8.50123333333333,106.134992177606,FALSE,FALSE,FALSE,"BloodFlow_SVP","Macular",0.555548890191648,0.555548890191648,0.557575757575758,FALSE,FALSE,FALSE,4,0.539572680556562,0.539572680556562,0.557575757575758,FALSE,FALSE,FALSE,2,0.901508101492947,0.901508101492947,0.919191919191919,FALSE,FALSE,FALSE,20
"baseline","OCTA","VD_SVP_0_21_improvement",11,3,8,0.621866666666668,1.81719229674059,-0.388199999999998,-2.103525,3.04317517440959,-2.8818,2.72539166666667,1.81356826227643,0.116620409291732,-0.897133227714388,6.34791656104773,1.81356826227643,0.116620409291732,19,0.193939393939394,0.967403105087524,0.884482838937165,1.49978165302323,0.895575019665249,"Large",1,3,0.621866666666668,-2.103525,129.5630746802,FALSE,FALSE,FALSE,"BloodFlow_SVP","Widefield",0.466481637166927,0.466481637166927,0.557575757575758,FALSE,FALSE,FALSE,4,0.233240818583463,0.233240818583463,0.387878787878788,FALSE,FALSE,FALSE,2,0.58911808395106,0.58911808395106,0.919191919191919,FALSE,FALSE,FALSE,20
"baseline","OCTA","Thickness_GCL.IPL_0_6_improvement",10,2,8,-7.46695,5.88687608541236,-7.46695,5.9589625,24.4146064057644,-2.0646,13.4259125,-1.40099145571068,0.200138532650164,-35.6681229236655,8.81629792366553,-1.40099145571068,0.200138532650164,4,0.4,0.585455599031902,0.528798605577202,2.28065145336919,0.549913124826377,"Medium",2,8,5.9589625,-7.46695,179.804505186187,FALSE,FALSE,FALSE,"Thickness_GCL_IPL","Macular",0.400277065300328,0.400277065300328,0.711111111111111,FALSE,FALSE,FALSE,2,0.200138532650164,0.200138532650164,0.4,FALSE,FALSE,FALSE,1,0.553812446618784,0.553812446618784,0.766852195423624,FALSE,FALSE,FALSE,10
"baseline","OCTA","Thickness_GCL.IPL_0_21_improvement",10,2,8,-0.699949999999999,0.432961482120524,-0.699949999999999,0.446,9.12864627329031,-1.4864,1.14595,-0.353475348950364,0.733963785138981,-8.78530004439538,6.49340004439538,-0.353475348950364,0.733963785138981,10,0.711111111111111,0.134179291070277,0.121194198386057,2.64677124253053,0.125533399552676,"Negligible",2,8,0.446,-0.699949999999999,163.71883705979,FALSE,FALSE,FALSE,"Thickness_GCL_IPL","Widefield",0.733963785138981,0.733963785138981,0.711111111111111,FALSE,FALSE,FALSE,2,0.733963785138981,0.733963785138981,0.711111111111111,FALSE,FALSE,FALSE,1,0.733963785138981,0.733963785138981,0.888888888888889,FALSE,FALSE,FALSE,10
"baseline","OCTA","Thickness_INL_0_6_improvement",10,2,8,-1.5472,1.49567226356578,-1.5472,4.117375,13.1039640398022,-0.998549999999998,5.664575,-1.19200725624096,0.269128019984572,-16.723140829295,5.39399082929503,-1.19200725624096,0.269128019984572,8,1,0.461696790219552,0.417016455682176,3.7873103205747,0.432279498233843,"Small",2,8,4.117375,-1.5472,366.117825749741,FALSE,FALSE,FALSE,"Thickness_INL","Macular",0.538256039969145,0.538256039969145,1,FALSE,FALSE,FALSE,2,0.269128019984572,0.269128019984572,1,FALSE,FALSE,FALSE,1,0.482766064323321,0.482766064323321,1,FALSE,FALSE,FALSE,10
"baseline","OCTA","Thickness_INL_0_21_improvement",10,2,8,-0.0407499999999992,0.158886893732621,-0.0407499999999992,1.238475,7.88066404322268,0.0206999999999979,1.279225,-0.458750268596451,0.66027386874982,-7.86867001171851,5.31022001171851,-0.458750268596451,0.66027386874982,8,1,0.17352717183781,0.156734219724473,8.05116753149388,0.1623245189725,"Negligible",2,8,1.238475,-0.0407499999999992,3139.20245398779,FALSE,FALSE,FALSE,"Thickness_INL","Widefield",0.66027386874982,0.66027386874982,1,FALSE,FALSE,FALSE,2,0.66027386874982,0.66027386874982,1,FALSE,FALSE,FALSE,1,0.677902425632313,0.677902425632313,1,FALSE,FALSE,FALSE,10
"baseline","OCTA","Thickness_OuterRetina_0_6_improvement",10,2,8,-19.04325,17.2598401326606,-19.04325,-0.711324999999999,46.5620626205728,-12.7305,18.331925,-0.89455506972239,0.409143874613608,-69.8660907110002,33.2022407110002,-0.89455506972239,0.409143874613608,6,0.711111111111111,0.416821988367033,0.376484376589578,1.06211441468167,0.393709470076188,"Small",2,8,-0.711324999999999,-19.04325,96.264686962572,FALSE,FALSE,FALSE,"Other","Macular",0.818287749227217,0.818287749227217,0.711111111111111,FALSE,FALSE,FALSE,2,0.409143874613608,0.409143874613608,0.711111111111111,FALSE,FALSE,FALSE,1,0.733806760756354,0.733806760756354,1,FALSE,FALSE,FALSE,10
"baseline","OCTA","Thickness_OuterRetina_0_21_improvement",10,2,8,-0.682699999999997,2.05400377799068,-0.682699999999997,-1.6260875,20.0356803056403,-5.4282,0.943387500000002,0.130463490132676,0.899627069132162,-15.9235471142507,17.8103221142507,0.130463490132676,0.899627069132162,10,0.711111111111111,0.0502986370855368,0.045431027045001,0.459291998441632,0.0470853739732725,"Negligible",1,2,-0.682699999999997,-1.6260875,58.0157894332256,FALSE,FALSE,FALSE,"Other","Widefield",0.899627069132162,0.899627069132162,0.711111111111111,FALSE,FALSE,FALSE,2,0.899627069132162,0.899627069132162,0.711111111111111,FALSE,FALSE,FALSE,1,0.899627069132162,0.899627069132162,1,FALSE,FALSE,FALSE,10
"baseline","OCTA","Thickness_Retina_0_6_improvement",10,2,8,-32.98065,23.8775110764292,-32.98065,5.8198625,94.392084615213,-20.8138,38.8005125,-1.03743166422213,0.331532071168047,-125.905961917844,48.3049369178439,-1.03743166422213,0.331532071168047,7,0.888888888888889,0.437443395112972,0.395110163327845,1.62498144701112,0.411056845054003,"Small",2,8,5.8198625,-32.98065,117.646294114883,FALSE,FALSE,FALSE,"Thickness_Retina","Macular",0.663064142336093,0.663064142336093,0.888888888888889,FALSE,FALSE,FALSE,2,0.331532071168047,0.331532071168047,0.888888888888889,FALSE,FALSE,FALSE,1,0.552553451946744,0.552553451946744,1,FALSE,FALSE,FALSE,10
"baseline","OCTA","Thickness_Retina_0_21_improvement",10,2,8,-4.07095000000001,2.37312106834015,-4.07095000000001,-0.983937500000001,53.2396310839139,-7.1636,3.08701250000001,-0.163353856311378,0.874787181767539,-47.6350022772875,41.4609772772874,-0.163353856311378,0.874787181767539,9,0.888888888888889,0.0619780200341084,0.0559801471275818,1.30082385647487,0.0579833563296936,"Negligible",2,8,-0.983937500000001,-4.07095000000001,75.8302730320933,FALSE,FALSE,FALSE,"Thickness_Retina","Widefield",0.874787181767539,0.874787181767539,0.888888888888889,FALSE,FALSE,FALSE,2,0.874787181767539,0.874787181767539,0.888888888888889,FALSE,FALSE,FALSE,1,0.874787181767539,0.874787181767539,1,FALSE,FALSE,FALSE,10
"acute_recovery","OCTA","PA_Choroid_0_6_improvement",12,7,5,-0.984914285714286,2.04396787925558,-0.0536999999999992,0.1512,0.365773481816274,0.00369999999999848,1.13611428571429,-1.43871043482067,0.196383148021188,-3.03096973418839,0.758741162759819,-1.43871043482067,0.196383148021188,8,0.148989898989899,0.710043844062395,0.655425086826826,0.555837641699174,3.10605973968597,"Medium",2,5,0.1512,-0.984914285714286,115.351589695985,FALSE,FALSE,FALSE,"BloodFlow_Choroid","Macular",0.392766296042376,0.392766296042376,0.297979797979798,FALSE,FALSE,FALSE,2,0.196383148021188,0.196383148021188,0.148989898989899,FALSE,FALSE,FALSE,1,0.392766296042376,0.392766296042376,0.297979797979798,FALSE,FALSE,FALSE,10
"acute_recovery","OCTA","PA_Choroid_0_21_improvement",12,7,5,0.288542857142862,8.64346407887815,2.35269999999997,-3.12898,7.27531300268242,-2.40899999999999,3.41752285714286,0.741211035001745,0.476277345068152,-6.91177258141723,13.746818295703,0.741211035001745,0.476277345068152,23,0.431818181818182,0.420675140309672,0.388315514132005,0.395388102033557,0.46974238165187,"Small",1,7,0.288542857142862,-3.12898,109.221626764724,FALSE,FALSE,FALSE,"BloodFlow_Choroid","Widefield",0.476277345068152,0.476277345068152,0.431818181818182,FALSE,FALSE,FALSE,2,0.476277345068152,0.476277345068152,0.431818181818182,FALSE,FALSE,FALSE,1,0.529197050075724,0.529197050075724,0.621212121212121,FALSE,FALSE,FALSE,10
"acute_recovery","OCTA","PA_DCP_0_6_improvement",12,7,5,0.306357142857143,0.729193835357794,0.6228,-0.97646,1.96844594363168,-0.1579,1.28281714285714,1.39066109778767,0.225448925108808,-1.11973116795051,3.6853654536648,1.39066109778767,0.225448925108808,24,0.343434343434343,0.938353293368538,0.866172270801727,1.75922653299407,0.65169030778179,"Large",1,7,0.306357142857143,-0.97646,131.37426447137,FALSE,FALSE,FALSE,"BloodFlow_DCP","Macular",0.300598566811744,0.300598566811744,0.457912457912458,FALSE,FALSE,FALSE,4,0.225448925108808,0.225448925108808,0.343434343434343,FALSE,FALSE,FALSE,2,0.554840026490731,0.554840026490731,0.686868686868687,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","PA_DCP_0_21_improvement",12,7,5,1.02174285714286,3.28923490792674,0.495900000000002,-4.9571,7.14824975815759,-1.6195,5.97884285714286,1.74308984923133,0.13928578768481,-2.72686685358622,14.6845525678719,1.74308984923133,0.13928578768481,25,0.267676767676768,1.15211411707138,1.06348995421974,1.81770017177381,0.836406541380259,"Large",1,7,1.02174285714286,-4.9571,120.611705576705,FALSE,FALSE,FALSE,"BloodFlow_DCP","Widefield",0.27857157536962,0.27857157536962,0.457912457912458,FALSE,FALSE,FALSE,4,0.27857157536962,0.27857157536962,0.53030303030303,FALSE,FALSE,FALSE,2,0.464285958949367,0.464285958949367,0.686868686868687,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","PA_ICP_0_6_improvement",12,7,5,-0.110342857142857,0.814675605905285,-0.0942999999999996,-0.6115,1.62277040119667,-0.0260000000000002,0.501157142857143,0.635706527743439,0.550696943498297,-1.47584501799477,2.47815930370906,0.635706527743439,0.550696943498297,19,0.876262626262626,0.415963032633874,0.383965876277422,0.615161592202392,0.308828126571435,"Small",1,7,-0.110342857142857,-0.6115,81.9553790445042,FALSE,FALSE,FALSE,"BloodFlow_ICP","Macular",0.753789480225506,0.753789480225506,0.876262626262626,FALSE,FALSE,FALSE,4,0.662032300187277,0.662032300187277,0.876262626262626,FALSE,FALSE,FALSE,2,0.846215794188792,0.846215794188792,0.937229437229437,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","PA_ICP_0_21_improvement",12,7,5,0.470285714285715,1.19874371243199,0.218599999999995,-2.4888,3.61257358886985,-1.6609,2.95908571428572,1.76354214912443,0.142692682378922,-1.45839887268352,7.37657030125495,1.76354214912443,0.142692682378922,29,0.0732323232323232,1.19982432433302,1.10753014553817,2.46848903864727,0.81910738743219,"Large",1,7,0.470285714285715,-2.4888,118.896083023373,FALSE,FALSE,FALSE,"BloodFlow_ICP","Widefield",0.570770729515689,0.570770729515689,0.292929292929293,FALSE,FALSE,FALSE,4,0.285385364757844,0.285385364757844,0.146464646464646,FALSE,FALSE,FALSE,2,0.641146203620767,0.641146203620767,0.600649350649351,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","PA_SVP_0_6_improvement",12,7,5,-0.317042857142857,0.969873773328507,-0.4149,-0.86072,1.76882035605654,-0.0657000000000001,0.543677142857143,0.623589421620552,0.556901646784676,-1.61461697128292,2.70197125699721,0.623589421620552,0.556901646784676,19,0.876262626262626,0.403456867303907,0.372421723665145,0.560564846486465,0.307367077157135,"Small",1,7,-0.317042857142857,-0.86072,63.1653897733459,FALSE,FALSE,FALSE,"BloodFlow_SVP","Macular",0.595779128886069,0.595779128886069,0.876262626262626,FALSE,FALSE,FALSE,4,0.556901646784676,0.556901646784676,0.876262626262626,FALSE,FALSE,FALSE,2,0.916583275209336,0.916583275209336,0.986557302346776,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","PA_SVP_0_21_improvement",12,7,5,-1.20477142857143,2.34617770051225,-1.0844,-3.55412,4.3417612108452,-2.7838,2.34934857142857,1.10060061841031,0.315527835522531,-2.94650739394274,7.64520453679988,1.10060061841031,0.315527835522531,24,0.343434343434343,0.71346226048177,0.658580548137019,1.00135150500988,0.541104970388555,"Medium",1,7,-1.20477142857143,-3.55412,66.102117301289,FALSE,FALSE,FALSE,"BloodFlow_SVP","Widefield",0.595779128886069,0.595779128886069,0.707070707070707,FALSE,FALSE,FALSE,4,0.595779128886069,0.595779128886069,0.53030303030303,FALSE,FALSE,FALSE,2,0.901508101492947,0.901508101492947,0.919191919191919,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","VD_DCP_0_6_improvement",12,7,5,0.578485714285714,0.860018326216698,0.273,-1.35994,1.64879625575751,-1.8146,1.93842571428571,2.40549190479251,0.0561184706603993,-0.0712889696375543,3.94814039820898,2.40549190479251,0.0561184706603993,29,0.0732323232323232,1.56651494400658,1.44601379446762,2.25393535834641,1.17566115735454,"Large",1,7,0.578485714285714,-1.35994,142.537590944138,FALSE,FALSE,FALSE,"BloodFlow_DCP","Macular",0.224473882641597,0.224473882641597,0.292929292929293,FALSE,FALSE,FALSE,4,0.112236941320799,0.112236941320799,0.146464646464646,FALSE,FALSE,FALSE,2,0.389267754224292,0.389267754224292,0.488215488215488,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","VD_DCP_0_21_improvement",12,7,5,-0.292242857142857,1.2369557319715,-0.0547999999999997,0.40722,1.48889128783803,0.458600000000001,0.699462857142857,-0.859717066797185,0.415995547814267,-2.58962978251503,1.19070406822931,-0.859717066797185,0.415995547814267,13,0.53030303030303,0.520661636710328,0.480610741578764,0.565471212157312,0.469787729202528,"Medium",2,5,0.40722,-0.292242857142857,239.343012171873,FALSE,FALSE,FALSE,"BloodFlow_DCP","Widefield",0.415995547814267,0.415995547814267,0.53030303030303,FALSE,FALSE,FALSE,4,0.415995547814267,0.415995547814267,0.53030303030303,FALSE,FALSE,FALSE,2,0.65489454807454,0.65489454807454,0.84040404040404,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","VD_ICP_0_6_improvement",12,7,5,-0.394014285714286,4.96802179055493,-2.108,-2.14618,7.45849454327078,1.0031,1.75216571428571,0.45775266094646,0.662032300187277,-7.44158436935633,10.9459157979278,0.45775266094646,0.662032300187277,19,0.876262626262626,0.287819439404741,0.265679482527453,0.352688814211098,0.23492216882649,"Small",1,7,-0.394014285714286,-2.14618,81.6411351464329,FALSE,FALSE,FALSE,"BloodFlow_ICP","Macular",0.753789480225506,0.753789480225506,0.876262626262626,FALSE,FALSE,FALSE,4,0.662032300187277,0.662032300187277,0.876262626262626,FALSE,FALSE,FALSE,2,0.882709733583035,0.882709733583035,0.937229437229437,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","VD_ICP_0_21_improvement",12,7,5,-0.0931714285714287,2.22661329131208,-0.4785,0.2169,1.02604167556684,0.0752000000000006,0.310071428571429,-0.323481014443506,0.753789480225506,-2.48158132155885,1.86143846441599,-0.323481014443506,0.753789480225506,14,0.638888888888889,0.168264083164961,0.155320692152271,0.13925697371038,0.302201592737576,"Negligible",2,5,0.2169,-0.0931714285714287,332.796688132475,FALSE,FALSE,FALSE,"BloodFlow_ICP","Widefield",0.753789480225506,0.753789480225506,0.876262626262626,FALSE,FALSE,FALSE,4,0.753789480225506,0.753789480225506,0.638888888888889,FALSE,FALSE,FALSE,2,0.886811153206478,0.886811153206478,0.937229437229437,FALSE,FALSE,FALSE,20
"acute_recovery","OCTA","VD_SVP_0_6_improvement",12,7,5,-0.615042857142858,9.12195416890064,-3.2769,-5.59366,10.8520851951595,-3.9558,4.97861714285714,0.836291307468328,0.42804701669246,-8.82963472771715,18.7868690134314,0.836291307468328,0.42804701669246,22,0.53030303030303,0.50541567841785,0.466537549308785,0.545784055770711,0.458770554536175,"Medium",1,7,-0.615042857142858,-5.59366,89.0046435224369,FALSE,FALSE,FALSE,"BloodFlow_SVP","Macular",0.595779128886069,0.595779128886069,0.707070707070707,FALSE,FALSE,FALSE,4,0.556901646784676,0.556901646784676,0.876262626262626,FALSE,FALSE,FALSE,2,0.916583275209336,0.916583275209336,0.932178932178932,FALSE,FALSE,FALSE,20
