"cluster","n","mean_steps","sd_mean_steps","mean_sd_steps","mean_min_steps","mean_max_steps"
1,14,24.2682084290153,NA,29.8177138142542,0,159.642857142857
2,6,50.719031939769,NA,42.808852113151,0,158.166666666667
