"cluster","n","mean_steps","sd_mean_steps","mean_sd_steps","mean_min_steps","mean_max_steps"
1,11,26.0495856281595,NA,32.1513635486189,0,152.818181818182
2,3,12.440136417044,NA,26.3239283408016,0,173
