"Parameter","P_Value","P_Adjusted","Significant","Effect_Size","Mean_Cluster1","Mean_Cluster2","Mean_Diff"
"PA_SVP",0.032,0.224,FALSE,-2.15739032717743,-4.6183,2.35132857142857,6.96962857142857
"PA_DCP",0.175,0.413,FALSE,-0.874549537785664,-3.62633333333333,1.30787142857143,4.93420476190476
"PA_ICP",0.177,0.413,FALSE,-1.04256835003518,-2.2645,2.30551428571429,4.57001428571428
"PA_Choroid",0.427,0.74725,FALSE,-0.694867437068638,-5.34433333333332,9.11842857142858,14.4627619047619
"VD_SVP",0.581,0.8134,FALSE,-0.314278987329893,-0.470799999999999,0.475914285714286,0.946714285714285
"VD_DCP",0.822,0.916,FALSE,0.132606046903383,0.378066666666667,0.240214285714286,-0.137852380952381
"VD_ICP",0.916,0.916,FALSE,0.0596791465987722,0.875466666666667,0.771985714285714,-0.103480952380952
