"Parameter","P_Value","P_Adjusted","Significant","Effect_Size","Mean_Cluster1","Mean_Cluster2","Mean_Diff"
"Thickness_GCL.IPL",0.924,0.924,FALSE,0.0790155552346422,-2.709,-3.0019,-0.292900000000003
"Thickness_INL",0.381,0.924,FALSE,-0.651928068654996,-2.77926666666667,-0.606300000000002,2.17296666666666
"Thickness_OuterRetina",0.637,0.924,FALSE,-0.386960854327901,-8.96546666666666,-5.50706666666666,3.4584
"Thickness_Retina",0.831,0.924,FALSE,-0.175787984417804,-19.4738666666667,-15.3078333333333,4.16603333333333
