"Outcome Type","Parameter","Type","Region","N","Pearson r","Pearson p","Spearman ρ","Spearman p","Effect Size"
"OCTA","Thickness GCL.IPL Widefield (0_21) Improvement","Thickness","Widefield",12,-0.669,"0.017",-0.318,"0.314","Large"
