"Parameter","OR","OR_Lower","OR_Upper","P_Value","P_Adjusted","Significant","Definition"
"1w",1.13209997645273,0.0441639398543028,84.0152312710567,1,1,FALSE,"改善(>0)"
"1w",0.88331421323173,0.0119026036692528,22.6429073877695,1,1,FALSE,"高于中位数"
"1w",2.10574376349935,0.0255106288576075,65.9697658866929,1,1,FALSE,"高于75%分位数"
"1m",0.76614320283217,0.0281870245964015,58.8051010004266,1,1,FALSE,"改善(>0)"
"1m",2.25540008905683,0.090862652385798,164.580622301275,1,1,FALSE,"高于中位数"
"1m",4.28175094859751,0.0425701955604826,428.686880573679,0.395604395604396,1,FALSE,"高于75%分位数"
