"Parameter","P_Value","P_Adjusted","Significant","Effect_Size","Mean_Cluster1","Mean_Cluster2","Mean_Diff"
"1w",0.725,0.835,FALSE,-0.200836855961133,0.0490909090909091,0.1,0.0509090909090909
"1m",0.835,0.835,FALSE,-0.105439768946573,0.0781818181818182,0.1,0.0218181818181818
