"Parameter","P_Value","P_Adjusted","Significant","Effect_Size","Mean_Cluster1","Mean_Cluster2","Mean_Diff"
"Thickness_GCL.IPL",0.694,0.962,FALSE,-0.329907136190313,-3.30688333333333,-2.09903333333334,1.20785
"Thickness_INL",0.962,0.962,FALSE,-0.03982437471551,-1.37115,-1.24956666666667,0.121583333333333
"Thickness_OuterRetina",0.768,0.962,FALSE,0.254732381720299,-5.93295,-8.1137,-2.18075
"Thickness_Retina",0.735,0.962,FALSE,-0.2925556290055,-18.8994833333333,-12.2905666666667,6.60891666666667
