"Parameter","OR","OR_Lower","OR_Upper","P_Value","P_Adjusted","Significant"
"Thickness_GCL.IPL",2.23608603290612,0.0212917385253257,234.240550663156,1,1,FALSE
"Thickness_INL",0.539812159526402,0.00638884274231633,16.4991903249255,1,1,FALSE
"Thickness_OuterRetina",0,0,4.93286065434299,0.464285714285714,1,FALSE
"Thickness_Retina",0,0,77.9062690200855,1,1,FALSE
