"day","stat_type","p_value","significant","p_adjusted","significant_adjusted"
15,"max",0.289887696142434,FALSE,0.578534349067724,FALSE
15,"mean",0.145622013971542,FALSE,0.380660777573497,FALSE
15,"median",0.245640707227175,FALSE,0.435420557492326,FALSE
15,"min",0.0168070620505031,TRUE,0.319334178959559,FALSE
15,"sd",0.292091418885768,FALSE,0.762966567191472,FALSE
15,"skew",0.307598907469899,FALSE,0.73054740524101,FALSE
16,"cv",0.175977074076235,FALSE,0.741578878899051,FALSE
16,"iqr",0.715308833132857,FALSE,0.92501795876397,FALSE
16,"kurt",0.225818219744026,FALSE,0.691008394953964,FALSE
16,"max",0.601827932630032,FALSE,0.746915680713559,FALSE
16,"mean",0.604934272929906,FALSE,0.755571858622732,FALSE
16,"median",0.368881662514926,FALSE,0.545063158226791,FALSE
16,"min",0.0683937676592036,FALSE,0.492378079985871,FALSE
16,"sd",0.171861200929063,FALSE,0.762966567191472,FALSE
16,"skew",0.113117715633085,FALSE,0.413092496952768,FALSE
17,"cv",0.385812009707086,FALSE,0.806249346341758,FALSE
17,"iqr",0.923136687935924,FALSE,0.96117840675687,FALSE
17,"kurt",0.227544144574543,FALSE,0.691008394953964,FALSE
17,"max",0.113052001066564,FALSE,0.559369057912493,FALSE
17,"mean",0.0988109554264135,FALSE,0.372632252893011,FALSE
17,"median",0.0305001690481837,TRUE,0.165572346261568,FALSE
17,"min",0.112351565349593,FALSE,0.492378079985871,FALSE
17,"sd",0.374663676485585,FALSE,0.823720570962619,FALSE
17,"skew",0.0335344668822858,TRUE,0.258790486432051,FALSE
18,"cv",0.48180061406259,FALSE,0.806249346341758,FALSE
18,"iqr",0.676884471854363,FALSE,0.92501795876397,FALSE
18,"kurt",0.834857958299877,FALSE,0.881238955983203,FALSE
18,"max",0.596473312169245,FALSE,0.746915680713559,FALSE
18,"mean",0.843505193384996,FALSE,0.915805638532281,FALSE
18,"median",0.898157378222601,FALSE,0.94563740029084,FALSE
18,"min",0.192480444749771,FALSE,0.543078645530735,FALSE
18,"sd",0.444745286995098,FALSE,0.823720570962619,FALSE
18,"skew",0.428293738043548,FALSE,0.893571851385447,FALSE
19,"cv",0.0592051220350076,FALSE,0.741578878899051,FALSE
19,"iqr",0.0116074398401651,TRUE,0.329722405543596,FALSE
19,"kurt",0.260075025094503,FALSE,0.691008394953964,FALSE
19,"max",0.19187745006093,FALSE,0.559369057912493,FALSE
19,"mean",0.0613040468129499,FALSE,0.303713138702606,FALSE
19,"median",0.25208558591661,FALSE,0.435420557492326,FALSE
19,"min",0.116000192459237,FALSE,0.492378079985871,FALSE
19,"sd",0.0605175089943176,FALSE,0.762966567191472,FALSE
19,"skew",0.737516938925107,FALSE,0.914820670813338,FALSE
20,"cv",0.312243738483811,FALSE,0.741578878899051,FALSE
20,"iqr",0.106806841020825,FALSE,0.811731991758273,FALSE
20,"kurt",0.794770802868599,FALSE,0.881238955983203,FALSE
20,"max",0.300210681879745,FALSE,0.578534349067724,FALSE
20,"mean",0.945268056303857,FALSE,0.945268056303857,FALSE
20,"median",0.920752205546344,FALSE,0.94563740029084,FALSE
20,"min",0.590864033512973,FALSE,0.892192703816203,FALSE
20,"sd",0.304975937723008,FALSE,0.762966567191472,FALSE
20,"skew",0.493343012236606,FALSE,0.893571851385447,FALSE
21,"cv",0.307817976568592,FALSE,0.741578878899051,FALSE
21,"iqr",0.754619913728502,FALSE,0.92501795876397,FALSE
21,"kurt",0.181605751064849,FALSE,0.691008394953964,FALSE
21,"max",0.428240553990604,FALSE,0.678047543818457,FALSE
21,"mean",0.00402046233082546,TRUE,0.0763887842856838,FALSE
21,"median",0.00017292361465497,TRUE,0.00551538492167022,TRUE
21,"min",0.268064656864793,FALSE,0.599203350638949,FALSE
21,"sd",0.321249080922725,FALSE,0.762966567191472,FALSE
21,"skew",0.0395953031364662,TRUE,0.258790486432051,FALSE
22,"cv",0.280891247119351,FALSE,0.741578878899051,FALSE
22,"iqr",0.0232744956003021,TRUE,0.329722405543596,FALSE
22,"kurt",0.0256840375324485,TRUE,0.487996713116522,FALSE
22,"max",0.178989929274957,FALSE,0.559369057912493,FALSE
22,"mean",0.00150714557291054,TRUE,0.0572715317706005,FALSE
22,"median",0.00441642741489906,TRUE,0.0559414139220547,FALSE
22,"min",0.12431362299986,FALSE,0.492378079985871,FALSE
22,"sd",0.315728481706106,FALSE,0.762966567191472,FALSE
