"Parameter","Rho","P_value","P_adjusted"
"Thickness_GCL.IPL",-0.263636363636364,0.433440737611615,1
"Thickness_INL",-0.0636363636363636,0.852539072542522,1
"Thickness_OuterRetina",0.190909090909091,0.573913168285521,1
"Thickness_Retina",0.00909090909090909,0.978836500144194,1
