"Parameter","Rho","P_value","P_adjusted","Significant"
"Thickness_OuterRetina",-0.418181818181818,0.229112840982819,0.828717394697461,FALSE
"Thickness_Retina",-0.236363636363636,0.5108853175152,0.828717394697461,FALSE
"Thickness_GCL.IPL",0.151515151515151,0.676065175997854,0.828717394697461,FALSE
"Thickness_INL",-0.0787878787878788,0.828717394697461,0.828717394697461,FALSE
