"Parameter","Rho","P_value","P_adjusted","Significant"
"PA_SVP",0.481818181818182,0.133433838256829,0.810990394300046,FALSE
"VD_SVP",0.363636363636364,0.271637540993823,0.810990394300046,FALSE
"VD_DCP",0.2,0.555445442105586,0.810990394300046,FALSE
"VD_ICP",0.190909090909091,0.573913168285521,0.810990394300046,FALSE
"PA_ICP",0.136363636363636,0.689309020586362,0.810990394300046,FALSE
"PA_DCP",0.118181818181818,0.72928477951978,0.810990394300046,FALSE
"PA_Choroid",0.0818181818181818,0.810990394300046,0.810990394300046,FALSE
