"day","stat_type","rhr_type","n_diabetes","n_non_diabetes","mean_diabetes","mean_non_diabetes","sd_diabetes","sd_non_diabetes","p_value","cohens_d","significant","p_adjusted","significant_adjusted"
-1,"min","rhr_1",25,17,58.56,49.6470588235294,9.63535157635672,6.76333106234077,0.00108848689420053,1.07073404539496,TRUE,0.00318173092150924,TRUE
0,"min","rhr_1",24,17,57.5416666666667,47.3529411764706,9.93447736822175,7.25380224839522,0.000503342317370871,1.1713829777888,TRUE,0.0018532742316632,TRUE
1,"min","rhr_1",23,20,56.5652173913044,50.05,8.99912160843047,5.96899885813535,0.00737067289906028,0.853237962016928,TRUE,0.012392596259616,TRUE
2,"min","rhr_1",24,19,58.5416666666667,48.5789473684211,9.24064352486466,5.67955191379747,9.65675301976959e-05,1.2989810862306,TRUE,0.000917391536878111,TRUE
3,"min","rhr_1",23,19,56.9130434782609,47.6842105263158,11.3814563833946,6.61691965577595,0.0023232355637832,0.991370451710613,TRUE,0.00588553009491743,TRUE
4,"min","rhr_1",23,19,58.7826086956522,48.2105263157895,10.9168615275934,7.07561498990583,0.000536474119691978,1.14926773469353,TRUE,0.0018532742316632,TRUE
5,"min","rhr_1",23,19,57.304347826087,48.5789473684211,10.5116160102167,4.48845171862295,0.00108780647858277,1.07959740385164,TRUE,0.00318173092150924,TRUE
6,"min","rhr_1",22,19,56.4545454545455,49.3157894736842,11.2703879712122,5.39601325650035,0.012818499418149,0.807946099540684,TRUE,0.0173965349246308,TRUE
7,"min","rhr_1",21,18,59.3333333333333,49.3333333333333,12.6820082531645,5.92104919160547,0.00308270122359701,1.01043056239672,TRUE,0.00650792480537148,TRUE
8,"min","rhr_1",21,21,57.9523809523809,51.7142857142857,9.58893211195173,8.06934233468166,0.0281113119328953,0.703933394783618,TRUE,0.0314185251014712,TRUE
9,"min","rhr_1",21,21,60.5238095238095,50.0952380952381,9.5583421555155,10.2854497320475,0.00152940770698977,1.05036152435593,TRUE,0.0041512494904008,TRUE
10,"min","rhr_1",20,21,58.25,50.7142857142857,8.78919791562347,10.5410761174695,0.0171917485849375,0.776497640238925,TRUE,0.0217762148742541,TRUE
12,"min","rhr_1",19,20,58.9473684210526,49.95,9.76088386372718,10.2980580693643,0.00805052190929198,0.896771516895132,TRUE,0.012392596259616,TRUE
13,"min","rhr_1",20,19,58.1,50.3157894736842,8.77736322953299,9.92780960276596,0.0138115522244261,0.830735895038607,TRUE,0.0180978960182136,TRUE
14,"min","rhr_1",19,21,59.5263157894737,49.8571428571429,10.4102962976972,10.1748990868987,0.00524278538115102,0.939368377842196,TRUE,0.00996129222418693,TRUE
15,"min","rhr_1",19,22,61.1052631578947,53,10.8006930685134,11.0539801063,0.0229030491128039,0.741692067656807,TRUE,0.0263732080692893,TRUE
16,"min","rhr_1",19,21,60.4736842105263,51.3809523809524,10.1836929617493,10.1610835567679,0.0075659072266618,0.893863464803432,TRUE,0.012392596259616,TRUE
17,"min","rhr_1",19,21,60.4736842105263,48.4761904761905,10.3942741772822,6.99727838247877,0.000187463169153696,1.35410323253056,TRUE,0.00118726673797341,TRUE
18,"min","rhr_1",18,21,59.6111111111111,48.6190476190476,9.40674907205327,6.56868472737268,0.000246270723511061,1.35490636897002,TRUE,0.00133689821334576,TRUE
19,"min","rhr_1",20,22,59.85,48.8181818181818,10.3174609279609,7.45549566322827,0.000382637331982831,1.22562739537767,TRUE,0.00161557984614973,TRUE
21,"min","rhr_1",20,22,57.85,49.2272727272727,9.51605291903606,9.18555708024608,0.00490181221995937,0.921993469357716,TRUE,0.00980362443991873,TRUE
22,"min","rhr_1",21,22,60.7619047619048,48.6363636363636,9.07691997268215,9.0477329680684,7.91390096143492e-05,1.33801463047061,TRUE,0.000917391536878111,TRUE
23,"min","rhr_1",20,22,58.7,49.9090909090909,10.7463580121972,9.89424599937276,0.00902457051560645,0.851082403512871,TRUE,0.0131897569074248,TRUE
24,"min","rhr_1",21,22,60.2857142857143,51.8181818181818,8.41512244202577,9.02713561929683,0.00277996661277231,0.970324459442474,TRUE,0.00649267230890146,TRUE
25,"min","rhr_1",20,20,57.6,49.85,9.71379919170878,7.21310941054002,0.00700781376233982,0.905869587067871,TRUE,0.012392596259616,TRUE
26,"min","rhr_1",22,20,60.1818181818182,48.8,9.81561614705467,6.81793300981432,8.75022252416455e-05,1.34684034198025,TRUE,0.000917391536878111,TRUE
27,"min","rhr_1",20,20,59.45,50.55,11.2459349380822,8.67831538345645,0.0081530238550105,0.886056497197723,TRUE,0.012392596259616,TRUE
28,"min","rhr_1",21,20,61.9523809523809,50.1,10.1856575167055,7.95315230452349,0.000175764568712725,1.29706588928529,TRUE,0.00118726673797341,TRUE
29,"min","rhr_1",19,20,64.5263157894737,51.2,12.5404608326304,6.39572225459289,0.000308720089716112,1.33877586269144,TRUE,0.00146642042615153,TRUE
30,"min","rhr_1",20,20,59.25,48.85,6.38975331045112,6.50728336881876,9.72358532880715e-06,1.61270661579062,TRUE,0.000369496242494672,TRUE
-6,"min","rhr_50",18,12,69.3333333333333,61.9166666666667,9.98233734270333,8.0843095318067,0.0337302563919512,0.816540407231538,TRUE,0.0441982669963498,TRUE
-3,"min","rhr_50",24,17,66.5,59.0588235294118,9.32504808240314,8.28757042379802,0.0107187900776757,0.843520242674731,TRUE,0.0185591352488522,TRUE
-2,"min","rhr_50",24,16,65.2916666666667,56.625,11.1880338509175,7.91517529812196,0.00671846486695941,0.894321647946537,TRUE,0.01446212432792,TRUE
-1,"min","rhr_50",25,17,65.4,57.6470588235294,10.7004672795163,7.37344200891439,0.00824885984627338,0.843739265701502,TRUE,0.0164977196925468,TRUE
0,"min","rhr_50",24,17,65.125,55.5294117647059,10.0404074921636,6.78341402852229,0.000765994017457912,1.11992090860835,TRUE,0.00291077726634006,TRUE
1,"min","rhr_50",23,20,65.695652173913,57.8,11.9675120168529,8.66693656799703,0.0166859310977344,0.755682219905959,TRUE,0.0251476978902674,TRUE
2,"min","rhr_50",24,18,63.6666666666667,56.5,10.5487137755672,7.23756540151289,0.0127411544214286,0.792253125271902,TRUE,0.0210506029571429,TRUE
3,"min","rhr_50",23,19,64.5217391304348,56.3684210526316,11.0118513232434,6.83301240153508,0.00571141900245425,0.889729886983985,TRUE,0.0141256579851176,TRUE
4,"min","rhr_50",23,19,65.2173913043478,55.5263157894737,9.23410930753786,7.11312106097388,0.000431388529614994,1.17579809965685,TRUE,0.00204909551567122,TRUE
5,"min","rhr_50",22,19,63.9090909090909,55.8421052631579,10.9061323549516,6.8901149635203,0.00685047994480422,0.884355551409045,TRUE,0.01446212432792,TRUE
7,"min","rhr_50",21,18,68.2380952380952,56.2777777777778,11.2911680613866,7.42654662486151,0.000355249191835586,1.25156934041279,TRUE,0.00204909551567122,TRUE
9,"min","rhr_50",21,21,68.4761904761905,57.9047619047619,9.00343849659144,8.17254404640784,0.000281930091246646,1.22951693863269,TRUE,0.00204909551567122,TRUE
11,"min","rhr_50",20,19,68.2,59.3684210526316,11.8348281734353,10.2426696081517,0.0172063196091304,0.797980137414814,TRUE,0.0251476978902674,TRUE
12,"min","rhr_50",19,20,67.3157894736842,58.4,11.8839416935392,10.2669628574272,0.0171071351520048,0.802868248020351,TRUE,0.0251476978902674,TRUE
13,"min","rhr_50",20,20,68,58.1,9.44791817781763,10.2951189252097,0.00303467694516505,1.00196313854571,TRUE,0.00887059414740552,TRUE
14,"min","rhr_50",19,21,69.1052631578947,56.6666666666667,9.48035827289539,7.79957263786506,7.11125934413909e-05,1.43289571549698,TRUE,0.00204909551567122,TRUE
17,"min","rhr_50",18,21,66.6111111111111,58.6666666666667,11.907184627427,8.68523651568185,0.0256396761268053,0.762314612419507,TRUE,0.03479670331495,TRUE
18,"min","rhr_50",17,21,65.4705882352941,55.3809523809524,9.13179642142514,9.46824265888972,0.0020554779051171,1.0847273586903,TRUE,0.00650901336620415,TRUE
19,"min","rhr_50",20,22,68.3,57.2727272727273,10.9308833369639,7.75936802889206,0.000685846998597643,1.16337235358308,TRUE,0.00289579843852338,TRUE
20,"min","rhr_50",21,21,66.8571428571429,57,8.22973702062049,9.61249187255833,0.000965967768776895,1.10161954851021,TRUE,0.00333697956486564,TRUE
21,"min","rhr_50",20,22,66.45,56.1818181818182,8.899881726003,7.99783520493939,0.000355463704134281,1.21360564238342,TRUE,0.00204909551567122,TRUE
22,"min","rhr_50",21,22,67.2857142857143,57.0454545454545,13.1344693731527,11.0344796098294,0.00871448940314373,0.84420905263758,TRUE,0.0165575298659731,TRUE
24,"min","rhr_50",21,22,67.2857142857143,56.4090909090909,8.83256959860978,8.99554964523644,0.000258612271765963,1.22011399731881,TRUE,0.00204909551567122,TRUE
25,"min","rhr_50",20,20,66.05,57,10.2878313401907,7.8001349515991,0.00344733636284426,0.991333480946915,TRUE,0.00935705584200585,TRUE
26,"min","rhr_50",22,20,67.7727272727273,58.2,12.8616514461432,7.97760021956214,0.00594764546741794,0.894482998000888,TRUE,0.0141256579851176,TRUE
27,"min","rhr_50",19,20,68.1578947368421,57.45,9.633639890709,7.13387028639839,0.000410032299878958,1.26325792818924,TRUE,0.00204909551567122,TRUE
28,"min","rhr_50",20,19,69.25,59.7894736842105,12.1822778960604,9.68721349321661,0.0107447625124934,0.859603951197471,TRUE,0.0185591352488522,TRUE
29,"min","rhr_50",18,20,68.3333333333333,59.5,13.5125214262223,8.40112774384612,0.023913776751235,0.785119768765241,TRUE,0.0336564265387752,TRUE
30,"min","rhr_50",20,20,68.4,56.8,10.9755709598516,7.42400090744096,0.000422092484034201,1.23804595785657,TRUE,0.00204909551567122,TRUE
