"day","stat_type","rhr_type","n_diabetes","n_non_diabetes","mean_diabetes","mean_non_diabetes","sd_diabetes","sd_non_diabetes","p_value","cohens_d","significant","p_adjusted","significant_adjusted"
18,"median","rhr_1",18,21,72.8888888888889,63.1428571428571,8.75072359286321,7.49190038832414,0.000757392282874593,1.19646843764592,TRUE,0.00159893926384636,TRUE
19,"median","rhr_1",20,22,74.1,62.5681818181818,11.0484578585716,7.86537840724637,0.000479722295554602,1.20249542018571,TRUE,0.00121529648207166,TRUE
20,"median","rhr_1",21,21,72.5952380952381,64.7142857142857,8.82555812345464,10.4887695042977,0.0120326819857017,0.813064142033786,TRUE,0.0134482916310784,TRUE
21,"median","rhr_1",20,22,74.85,62.5454545454545,9.62056459662814,8.72722763336113,0.000103862032402223,1.3396692577491,TRUE,0.000642916917283342,TRUE
22,"median","rhr_1",21,22,75.5714285714286,64.3181818181818,13.117055418696,9.7657631483735,0.00298510392186187,0.973172867364607,TRUE,0.00453735796123004,TRUE
23,"median","rhr_1",20,22,76.15,62.9545454545455,10.8592672041223,9.50928004248518,0.000169188662442985,1.29283322735492,TRUE,0.000642916917283342,TRUE
24,"median","rhr_1",21,22,75.3333333333333,64.1363636363636,12.0305167525478,9.2994902806831,0.00159154941920257,1.04137842392136,TRUE,0.00251995324707074,TRUE
25,"median","rhr_1",20,20,74.75,62.45,12.7645685601322,6.76465271213456,0.000675624393418736,1.20410500334229,TRUE,0.00151021923234776,TRUE
26,"median","rhr_1",22,20,74.4545454545455,63.6,12.0355713763402,7.74868409881045,0.00123324288254128,1.0724048044557,TRUE,0.00213014679711676,TRUE
27,"median","rhr_1",20,20,75.225,63.15,10.9478128072761,8.4059815795533,0.000393795159140678,1.23719284511169,TRUE,0.00115109354210352,TRUE
28,"median","rhr_1",21,20,76.7142857142857,62.95,11.6967638992281,10.049744694322,0.000240512247165,1.26226956216251,TRUE,0.000761622116022499,TRUE
29,"median","rhr_1",19,20,76.9736842105263,63.95,11.7526281744063,6.21945165970188,0.000202614121862535,1.38516191556852,TRUE,0.000699939693706939,TRUE
30,"median","rhr_1",20,20,74.6,62.15,10.2412992596797,8.16458978245628,0.000142809976546367,1.34429830256296,TRUE,0.000642916917283342,TRUE
-2,"median","rhr_50",24,16,82.2291666666667,74.8125,10.1199106013695,7.31408458614838,0.0106294678786201,0.840018726351422,TRUE,0.0212589357572402,TRUE
2,"median","rhr_50",24,18,80.3541666666667,72.4166666666667,12.348630593561,6.8476058503942,0.0116883859856368,0.794986403284336,TRUE,0.0222079333727098,TRUE
3,"median","rhr_50",23,19,81.4347826086957,73.3157894736842,8.11606760443035,7.01033072273379,0.00123647026174582,1.07062993518242,TRUE,0.00522065221626015,TRUE
4,"median","rhr_50",23,19,82.2173913043478,73,7.94129896484271,6.2893207547044,0.000146598290750631,1.28678939474071,TRUE,0.00522065221626015,TRUE
5,"median","rhr_50",22,19,82.8409090909091,75.6842105263158,9.82148563541077,9.77981272019589,0.0250760283138102,0.730225341269323,TRUE,0.036649579843261,TRUE
6,"median","rhr_50",21,18,82.2857142857143,74.7222222222222,8.77720261326385,8.58730633349943,0.0100990655357892,0.871091702582524,TRUE,0.0212589357572402,TRUE
7,"median","rhr_50",21,18,84.5952380952381,74.1666666666667,8.52587099307022,8.2426437791881,0.000425475650686446,1.24365029636058,TRUE,0.00522065221626015,TRUE
8,"median","rhr_50",21,21,83.2857142857143,74.9047619047619,7.70644442750908,7.15300469666253,0.0007482489332726,1.12724844299016,TRUE,0.00522065221626015,TRUE
9,"median","rhr_50",21,21,83.0238095238095,75.4761904761905,7.83019187261109,8.51098729654232,0.00476181549627672,0.922953895329255,TRUE,0.0122451701346488,TRUE
10,"median","rhr_50",20,21,83.55,76.9761904761905,7.0167093802092,9.71915144248225,0.0173969006832312,0.775549639545192,TRUE,0.0287427054766428,TRUE
11,"median","rhr_50",20,19,83.8,75.2368421052632,8.7229280453418,8.90750061753924,0.00444165333631551,0.971353429699466,TRUE,0.0122451701346488,TRUE
12,"median","rhr_50",19,20,82.8947368421053,74.675,8.82323156245366,8.25302974670515,0.00483361978999296,0.962172931531032,TRUE,0.0122451701346488,TRUE
13,"median","rhr_50",20,20,83.625,76.475,9.26066241804832,9.32099356574349,0.0197621537871117,0.769572132821411,TRUE,0.0300384737564097,TRUE
14,"median","rhr_50",19,21,82.3157894736842,74.8095238095238,8.80058477589193,9.61571134976008,0.0139474017857668,0.814379158924916,TRUE,0.02523815561234,TRUE
18,"median","rhr_50",17,21,82.3823529411765,74.0476190476191,6.89549085400358,7.70374058802729,0.0012192900453575,1.14005866873808,TRUE,0.00522065221626015,TRUE
19,"median","rhr_50",20,22,83.025,75.1590909090909,9.24587390193736,7.4184235965607,0.00457607680300702,0.938417498414544,TRUE,0.0122451701346488,TRUE
20,"median","rhr_50",21,21,83.5952380952381,75.1666666666667,9.19051011590087,7.8490976126771,0.00276075638516971,0.986240406426796,TRUE,0.0104908742636449,TRUE
21,"median","rhr_50",20,22,84.825,74.3863636363636,9.68351148792844,6.99478005743912,0.000348529149565646,1.23580749190545,TRUE,0.00522065221626015,TRUE
22,"median","rhr_50",21,22,84.2142857142857,76.7954545454545,10.783751003908,9.09691089759529,0.0196457824057035,0.743664330138779,TRUE,0.0300384737564097,TRUE
23,"median","rhr_50",20,22,84.575,76.4545454545455,11.3117021381911,9.19486022435657,0.0155455662006115,0.787799696640372,TRUE,0.026851432528329,TRUE
24,"median","rhr_50",21,22,85.4285714285714,74.1136363636364,11.5144319381002,9.17804292109554,0.0010320015080028,1.08672280556296,TRUE,0.00522065221626015,TRUE
25,"median","rhr_50",20,20,84.675,75.75,12.2208568482436,6.64811013905851,0.00755807865520065,0.907256995043515,TRUE,0.0168945287586838,TRUE
26,"median","rhr_50",22,20,84.7045454545455,76.625,11.1041166657419,6.48657520535582,0.00629834767673176,0.888514023278058,TRUE,0.0149585757322379,TRUE
27,"median","rhr_50",19,20,82.3684210526316,75.925,9.7664990105962,7.97739404752415,0.0308864728670762,0.722605234496849,TRUE,0.0434698507018109,TRUE
28,"median","rhr_50",20,19,86.325,75.3421052631579,10.5758849324897,8.76871432293201,0.00112433398371606,1.13057713229728,TRUE,0.00522065221626015,TRUE
29,"median","rhr_50",18,20,85.25,74.95,9.10760832555752,7.25276716701614,0.000556183160717852,1.25112471034735,TRUE,0.00522065221626015,TRUE
30,"median","rhr_50",20,20,84.1,75.6,10.2078401241399,7.37813269772665,0.00475044165632047,0.954403219186804,TRUE,0.0122451701346488,TRUE
-5,"min","rhr_1",20,15,59.1,51.6,9.84030380361137,8.23581030795218,0.019793373159913,0.826574508186481,TRUE,0.0235046306273967,TRUE
-4,"min","rhr_1",23,17,60.9130434782609,52.9411764705882,9.86690079129695,10.4071525178318,0.0197519210234414,0.786131715812786,TRUE,0.0235046306273967,TRUE
-3,"min","rhr_1",24,18,59.2083333333333,51.2777777777778,9.2500489618759,6.95198283653499,0.00290461655924539,0.969256917704017,TRUE,0.00649267230890146,TRUE
-2,"min","rhr_1",24,16,56.875,49.875,9.66532349488984,6.55108133567785,0.00954849391203258,0.847830675457144,TRUE,0.0134386210613792,TRUE
